namespace,key,current_value
blue_skies,subtitles.entity.crogre.idle_happy,Crogre croaks happily
blue_skies,subtitles.entity.crogre.hurt,Crogre hurts
blue_skies,subtitles.entity.crogre.death,Crogre dies
blue_skies,subtitles.entity.crogre.jump,Crogre leaps
blue_skies,subtitles.entity.venom_spider.idle,Venom Spider gurgles
blue_skies,subtitles.entity.venom_spider.hurt,Venom Spider hurts
blue_skies,subtitles.entity.venom_spider.death,Venom Spider dies
blue_skies,subtitles.entity.venom_spider.spit,Venom Spider spits
blue_skies,subtitles.entity.snow_owl.idle,Snow Owl hoots
blue_skies,subtitles.entity.snow_owl.hurt,Snow Owl hurts
blue_skies,subtitles.entity.snow_owl.death,Snow Owl dies
blue_skies,subtitles.entity.snow_owl.flap,Snow Owl flutters
blue_skies,subtitles.entity.snow_owl.sing,Snow Owl sings
blue_skies,subtitles.entity.sliv.idle,Sliv hisses
blue_skies,subtitles.entity.sliv.hurt,Sliv hurts
blue_skies,subtitles.entity.sliv.death,Sliv dies
blue_skies,subtitles.entity.gatekeeper.idle,Gatekeeper mumbles
blue_skies,subtitles.entity.gatekeeper.hurt,Gatekeeper hurts
blue_skies,subtitles.entity.gatekeeper.death,Gatekeeper dies
blue_skies,subtitles.entity.gatekeeper.celebrate,Gatekeeper laughs
blue_skies,subtitles.entity.gatekeeper.cast_spell,Gatekeeper casts spell
blue_skies,subtitles.entity.gatekeeper.prepare_regen,Gatekeeper regenerates
blue_skies,subtitles.entity.gatekeeper.no,Gatekeeper disagrees
blue_skies,subtitles.entity.gatekeeper.yes,Gatekeeper agrees
blue_skies,subtitles.entity.gatekeeper.trade,Gatekeeper trades
blue_skies,subtitles.entity.summoner.idle,Summoner grumbles
blue_skies,subtitles.entity.summoner.hurt,Summoner hurts
blue_skies,subtitles.entity.summoner.death,Summoner dies
blue_skies,subtitles.entity.summoner.celebrate,Summoner laughs
blue_skies,subtitles.entity.summoner.cast_spell,Summoner casts spell
blue_skies,subtitles.entity.summoner.prepare_regen,Summoner regenerates
blue_skies,subtitles.entity.summoner.prepare_attack,Summoner prepares attack
blue_skies,subtitles.entity.summoner.prepare_summon,Summoner prepares summoning
blue_skies,subtitles.entity.artificial_golem.idle,Artificial Golem idles
blue_skies,subtitles.entity.artificial_golem.hurt,Artificial Golem hurts
blue_skies,subtitles.entity.artificial_golem.death,Artificial Golem dies
blue_skies,subtitles.entity.artificial_golem.attack,Artificial Golem swings
blue_skies,subtitles.entity.artificial_golem.activate,Artificial Golem powers up
blue_skies,subtitles.entity.artificial_golem.deactivate,Artificial Golem powers down
blue_skies,subtitles.entity.alchemist.idle,Alchemist grunts
blue_skies,subtitles.entity.alchemist.hurt,Alchemist hurts
blue_skies,subtitles.entity.alchemist.death,Alchemist dies
blue_skies,subtitles.entity.alchemist.cast_spell,Alchemist casts spell
blue_skies,subtitles.entity.alchemist.prepare_rocks,Alchemist prepares rock formation
blue_skies,subtitles.entity.alchemist.prepare_regen,Alchemist regenerates
blue_skies,subtitles.entity.alchemist.prepare_blindness,Alchemist charges
blue_skies,subtitles.entity.alchemist.prepare_conversion,Alchemist prepares conversion
blue_skies,subtitles.entity.alchemist.prepare_potions,Alchemist prepares potion clouds
blue_skies,subtitles.entity.alchemist.prepare_attack,Alchemist prepares attack
blue_skies,subtitles.entity.stonelet.idle,Stonelet grinds
blue_skies,subtitles.entity.stonelet.hurt,Stonelet hurts
blue_skies,subtitles.entity.stonelet.death,Stonelet dies
blue_skies,subtitles.entity.spewter.grow,Spewter grows
blue_skies,subtitles.entity.spewter.spit,Spewter spits
blue_skies,subtitles.entity.spewter.hurt,Spewter hurts
blue_skies,subtitles.entity.spewter.death,Spewter dies
blue_skies,subtitles.entity.starlit_wall.grow,Starlit Walls grow
blue_skies,subtitles.entity.starlit_crusher.idle,Starlit Crusher grunts
blue_skies,subtitles.entity.starlit_crusher.hurt,Starlit Crusher hurts
blue_skies,subtitles.entity.starlit_crusher.death,Starlit Crusher dies
blue_skies,subtitles.entity.starlit_crusher.stunned,Starlit Crusher mumbles dizzily
blue_skies,subtitles.entity.starlit_crusher.root,Starlit Crusher roots
blue_skies,subtitles.entity.starlit_crusher.heal,Starlit Crusher absorbs nutrients
blue_skies,subtitles.entity.starlit_crusher.prepare_small_growth,Starlit Crusher yells
blue_skies,subtitles.entity.starlit_crusher.prepare_large_growth,Starlit Crusher yells loudly
blue_skies,subtitles.entity.starlit_crusher.prepare_spin,Starlit Crusher grunts angrily
blue_skies,subtitles.entity.starlit_crusher.spin,Starlit Crusher spins
blue_skies,subtitles.entity.starlit_crusher.prepare_owls,Starlit Crusher shakes
blue_skies,subtitles.entity.starlit_crusher.prepare_hammer,Starlit Crusher raises its arm
blue_skies,subtitles.entity.starlit_crusher.hammer_smash,Starlit Crusher smashes
blue_skies,subtitles.entity.starlit_crusher.attack,Starlit Crusher swings
blue_skies,subtitles.entity.starlit_crusher.fling_leaf,Starlit Crusher flings leaf
blue_skies,subtitles.entity.arachnarch.idle,Arachnarch growls
blue_skies,subtitles.entity.arachnarch.hurt,Arachnarch hurts
blue_skies,subtitles.entity.arachnarch.death,Arachnarch dies
blue_skies,subtitles.entity.arachnarch.spit,Arachnarch spits
blue_skies,subtitles.entity.arachnarch.charge,Arachnarch charges
blue_skies,subtitles.entity.arachnarch.lunge,Arachnarch lunges
blue_skies,subtitles.entity.arachnarch.flip,Arachnarch flips downward
blue_skies,subtitles.entity.arachnarch.sling,Arachnarch slings upward
blue_skies,subtitles.entity.arachnarch.stunned,Arachnarch mumbles dizzily
blue_skies,subtitles.entity.arachnarch.venom_drop,Arachnarch defecates
blue_skies,subtitles.entity.arachnarch.screech,Arachnarch screeches loudly
blue_skies,subtitles.entity.arachnarch.attack,Arachnarch attacks
blue_skies,subtitles.entity.arachnarch.throw,Arachnarch throws
blue_skies,subtitles.entity.nested_spider.idle,Nested Spider gurgles
blue_skies,subtitles.entity.nested_spider.hurt,Nested Spider hurts
blue_skies,subtitles.entity.nested_spider.death,Nested Spider dies
blue_skies,subtitles.entity.boss.spawn,Boss spawned
blue_skies,subtitles.entity.fluctuant_sphere.disappear,Fluctuant Sphere disappears
blue_skies,subtitles.entity.sky_player.spit,Player fires venom
blue_skies,subtitles.entity.sky_player.cast_spell,Player casts spell
blue_skies,subtitles.entity.sky_player.prepare_rocks,Player prepares rock formation
blue_skies,subtitles.entity.sky_player.prepare_fluctuant_sphere,Player prepares Fluctuant Sphere
blue_skies,subtitles.entity.sky_player.prepare_summoning,Player prepares summoning
blue_skies,subtitles.entity.sky_player.prepare_hammer,Player raises hammer
blue_skies,subtitles.entity.sky_player.hammer_smash,Player slams
blue_skies,subtitles.entity.villager.work_stargazer,Stargazer works
blue_skies,subtitles.entity.villager.work_wrangler,Wrangler works
blue_skies,subtitles.entity.villager.work_shoveler,Shoveler works
blue_skies,subtitles.entity.villager.work_nightwatcher,Nightwatcher works
blue_skies,subtitles.entity.villager.work_summoner,Summoner works
blue_skies,subtitles.entity.villager.work_alchemist,Alchemist works
blue_skies,advancements.blue_skies.root,Blue Skies
blue_skies,advancements.blue_skies.root.desc,The Blue Skies Mod.
blue_skies,advancements.blue_skies.everbright.enter,Forever Bright?
blue_skies,advancements.blue_skies.everbright.enter.desc,Find an Everbright portal and enter it.
blue_skies,advancements.blue_skies.everdawn.enter,Forever Dawn?
blue_skies,advancements.blue_skies.everdawn.enter.desc,Find an Everdawn portal and enter it.
blue_skies,advancements.blue_skies.thinking_with_portals,Now You're Thinking with Portals!
blue_skies,advancements.blue_skies.thinking_with_portals.desc,Enter both the Everbright and Everdawn.
blue_skies,advancements.blue_skies.everbright.infused,Infusion!
blue_skies,advancements.blue_skies.everbright.infused.desc,Find an Infused Arc Sword from a dungeon.
blue_skies,advancements.blue_skies.everdawn.think_different,Quite Different!
blue_skies,advancements.blue_skies.everdawn.think_different.desc,Obtain a Different Sword from a Poison dungeon.
blue_skies,advancements.blue_skies.everdawn.poison_shroom,Bane of my Existence
blue_skies,advancements.blue_skies.everdawn.poison_shroom.desc,Walk into a Baneful Mushroom and enjoy the consequences.
blue_skies,advancements.blue_skies.everdawn.kill_bug,Exterminator!
blue_skies,advancements.blue_skies.everdawn.kill_bug.desc,Kill all of the hostile insects and arachnids in the Everdawn.
blue_skies,advancements.blue_skies.everdawn.get_wood,A New Dawn
blue_skies,advancements.blue_skies.everdawn.get_wood.desc,Punch any Everdawn Log.
blue_skies,advancements.blue_skies.everbright.get_wood,A Bright Future!
blue_skies,advancements.blue_skies.everbright.get_wood.desc,Punch any Everbright Log.
blue_skies,advancements.blue_skies.blue_sky_pie,"My, My, This Blue Sky Pie!"
blue_skies,advancements.blue_skies.blue_sky_pie.desc,Make a Cherry Pie.
blue_skies,advancements.blue_skies.regrowth,Regrowth
blue_skies,advancements.blue_skies.regrowth.desc,Obtain a Cherry Tree Sapling.
blue_skies,advancements.blue_skies.everbright.regen_brewberry,Pretty in Pink
blue_skies,advancements.blue_skies.everbright.regen_brewberry.desc,Grow and eat a Pink Brewberry.
blue_skies,advancements.blue_skies.keys,"1 Down, 3 to go"
blue_skies,advancements.blue_skies.keys.desc,Obtain a key from a Blinding dungeon.
blue_skies,advancements.blue_skies.everbright.kill_summoner,Tragic Magic!
blue_skies,advancements.blue_skies.everbright.kill_summoner.desc,Kill the Summoner.
blue_skies,advancements.blue_skies.everbright.kill_starlit_crusher,Defying Nature!
blue_skies,advancements.blue_skies.everbright.kill_starlit_crusher.desc,Kill the Starlit Crusher.
blue_skies,advancements.blue_skies.everdawn.kill_alchemist,Potent Opponent!
blue_skies,advancements.blue_skies.everdawn.kill_alchemist.desc,Kill the Alchemist.
blue_skies,advancements.blue_skies.everdawn.kill_arachnarch,Squashed!
blue_skies,advancements.blue_skies.everdawn.kill_arachnarch.desc,Kill the Arachnarch.
blue_skies,advancements.blue_skies.enter_blinding_dungeon,The Wizard's Tower
blue_skies,advancements.blue_skies.enter_blinding_dungeon.desc,Enter a Blinding Dungeon.
blue_skies,advancements.blue_skies.everbright.enter_nature_dungeon,Heart of Nature
blue_skies,advancements.blue_skies.everbright.enter_nature_dungeon.desc,Enter a Nature Dungeon.
blue_skies,advancements.blue_skies.everdawn.enter_poison_dungeon,The Spider's Lair
blue_skies,advancements.blue_skies.everdawn.enter_poison_dungeon.desc,Enter a Poison Dungeon.
blue_skies,advancements.blue_skies.get_moonstone_shard,Light Up The World!
blue_skies,advancements.blue_skies.get_moonstone_shard.desc,Mine Moonstone Ore to get Moonstone Shards.
blue_skies,advancements.blue_skies.everbright.summon_golem,Artificial Friend
blue_skies,advancements.blue_skies.everbright.summon_golem.desc,Use a Summoning Table to allow a Summoning Tome to summon to an Artificial Golem.
blue_skies,advancements.blue_skies.everdawn.use_alchemy_table,The Power of Alchemy!
blue_skies,advancements.blue_skies.everdawn.use_alchemy_table.desc,Use an Alchemy Table.
blue_skies,advancements.blue_skies.everdawn.alchemy_gold.desc,Create gold with Alchemy.
blue_skies,advancements.blue_skies.everbright.use_tool_box,Tinkering Around!
blue_skies,advancements.blue_skies.everbright.use_tool_box.desc,Use a Tool Box.
blue_skies,advancements.blue_skies.everbright.use_falsite_in_tool_box,Bonus Durability!
blue_skies,advancements.blue_skies.everbright.use_falsite_in_tool_box.desc,Put Falsite on a tool with the Tool Box.
blue_skies,advancements.blue_skies.craft_food_prep_table,Well Seasoned
blue_skies,advancements.blue_skies.craft_food_prep_table.desc,Craft a Food Prep Table.
blue_skies,advancements.blue_skies.everbright.craft_snowcap_oven,Now We're Cooking With... Shrooms?
blue_skies,advancements.blue_skies.everbright.craft_snowcap_oven.desc,Craft a Snowcap Oven.
blue_skies,advancements.blue_skies.everdawn.craft_horizonite_forge,Preheated
blue_skies,advancements.blue_skies.everdawn.craft_horizonite_forge.desc,Craft a Horizonite Forge.
blue_skies,advancements.blue_skies.everbright.kill_starlit_crusher_special,Getting Wood
blue_skies,advancements.blue_skies.everbright.kill_starlit_crusher_special.desc,Land the final blow on the Starlit Crusher with your fist.
blue_skies,advancements.blue_skies.everdawn.kill_arachnarch_special,Nowhere Safe
blue_skies,advancements.blue_skies.everdawn.kill_arachnarch_special.desc,Deal the finishing blow to the Arachnarch while she's on the ceiling.
blue_skies,advancements.blue_skies.get_pyrope,A Swift Upgrade
blue_skies,advancements.blue_skies.get_pyrope.desc,Mine Pyrope Ore for a gemstone.
blue_skies,advancements.blue_skies.get_aquite,Quite The Boost
blue_skies,advancements.blue_skies.get_aquite.desc,Smelt Raw Aquite into Aquite.
blue_skies,advancements.blue_skies.get_diopside,Tough to Beat
blue_skies,advancements.blue_skies.get_diopside.desc,Mine Diopside Ore for a gemstone.
blue_skies,advancements.blue_skies.get_charoite,Purple Power!
blue_skies,advancements.blue_skies.get_charoite.desc,Smelt Raw Charoite into Charoite.
blue_skies,advancements.blue_skies.everbright.get_falsite,Mysterious Metal
blue_skies,advancements.blue_skies.everbright.get_falsite.desc,Smelt Raw Falsite into an ingot.
blue_skies,advancements.blue_skies.everbright.get_ventium,A Little Hot Rod Red
blue_skies,advancements.blue_skies.everbright.get_ventium.desc,Smelt Raw Ventium into an ingot.
blue_skies,advancements.blue_skies.everdawn.get_horizonite,Warm Inside
blue_skies,advancements.blue_skies.everdawn.get_horizonite.desc,Smelt Raw Horizonite into an ingot.
blue_skies,entity.minecraft.villager.blue_skies.stargazer,Stargazer
blue_skies,entity.minecraft.villager.blue_skies.nightwatcher,Nightwatcher
blue_skies,entity.minecraft.villager.blue_skies.wrangler,Wrangler
blue_skies,entity.minecraft.villager.blue_skies.shoveler,Shoveler
blue_skies,entity.minecraft.villager.blue_skies.summoner,Summoner
blue_skies,entity.minecraft.villager.blue_skies.alchemist,Alchemist
blue_skies,death.attack.blue_skies:bite,%1$s was chomped by %2$s
blue_skies,death.attack.blue_skies:rock_stab,%1$s was stabbed by a spike
blue_skies,death.attack.blue_skies:rock_stab.mob,%1$s was stabbed with a spike by %2$s
blue_skies,death.attack.blue_skies:rock_stab.player,%1$s was stabbed with a spike whilst fighting %2$s
blue_skies,death.attack.blue_skies:venom_spit,%1$s was fatally poisoned
blue_skies,death.attack.blue_skies:venom_spit.mob,%1$s was fatally poisoned by %2$s
blue_skies,death.attack.blue_skies:venom_spit.player,%1$s was fatally poisoned whilst fighting %2$s
blue_skies,death.attack.blue_skies:summoned_lightning,%1$s was struck by %2$s
blue_skies,death.attack.blue_skies:fluctuant_sphere,%1$s was shocked by %2$s
blue_skies,death.attack.blue_skies:ember,%1$s couldn't handle %2$s's heat
blue_skies,death.attack.blue_skies:summon,%1$s was slain by %2$s's %3$s
blue_skies,death.attack.blue_skies:summon.item,%1$s was slain by %2$s's %3$s using %4$s
blue_skies,death.attack.blue_skies:slam,%1$s was sent flying by %2$s
blue_skies,gui.blue_skies.item.falsite_uses,Falsite uses: %s / %s
blue_skies,gui.blue_skies.item.spear.when_thrown,When Thrown:
blue_skies,gui.blue_skies.item.spear.thrown_damage, %s Attack Damage
blue_skies,gui.blue_skies.item.valid_materials,Materials
blue_skies,gui.blue_skies.item.ability.missing,Not yet implemented
blue_skies,gui.blue_skies.item.ability.summon_boss,Can re-summon a boss at higher difficulty using a keystone.
blue_skies,gui.blue_skies.item.ability.runic.0,Increases the rarity level of all worn arcs by 1.
blue_skies,gui.blue_skies.item.ability.ethereal.0,Grants a 10%% movement speed increase.
blue_skies,gui.blue_skies.item.ability.ethereal.1,Grants a 15%% movement speed increase.
blue_skies,gui.blue_skies.item.ability.ethereal.2,Grants a 20%% movement speed increase.
blue_skies,gui.blue_skies.item.ability.ethereal.3,Grants a 25%% movement speed increase.
blue_skies,gui.blue_skies.item.ability.dusk.0,Grants invisibility while sneaking with smoke.
blue_skies,gui.blue_skies.item.ability.dusk.1,Grants invisibility while sneaking with reduced smoke.
blue_skies,gui.blue_skies.item.ability.dusk.2,Grants invisibility while sneaking without smoke.
blue_skies,gui.blue_skies.item.ability.dusk.3,Grants invisibility and hides armor while sneaking without smoke.
blue_skies,gui.blue_skies.item.ability.nature.0,Provides 1 extra heart.
blue_skies,gui.blue_skies.item.ability.nature.1,Provides 2 extra hearts.
blue_skies,gui.blue_skies.item.ability.nature.2,Provides 3 extra hearts.
blue_skies,gui.blue_skies.item.ability.nature.3,Provides 4 extra hearts.
blue_skies,gui.blue_skies.item.ability.poison.0,Increases damage dealt by 1 when poisoned.
blue_skies,gui.blue_skies.item.ability.poison.1,Increases damage dealt by 2 when poisoned.
blue_skies,gui.blue_skies.item.ability.poison.2,Increases damage dealt by 3 when poisoned.
blue_skies,gui.blue_skies.item.ability.poison.3,Increases damage dealt by 4 when poisoned.
blue_skies,gui.blue_skies.item.ability.aquatic.0,Grants a 10%% swim speed increase.
blue_skies,gui.blue_skies.item.ability.aquatic.1,Grants a 20%% swim speed increase.
blue_skies,gui.blue_skies.item.ability.aquatic.2,"Grants a 20%% swim speed increase, and decreases burn time at double the speed."
blue_skies,gui.blue_skies.item.ability.aquatic.3,"Grants a 20%% swim speed increase, and decreases burn time at triple the speed."
blue_skies,gui.blue_skies.item.ability.life.0,Decreased fire damage when at 2 hearts or lower.
blue_skies,gui.blue_skies.item.ability.life.1,Decreased fire damage when at 4 hearts or lower.
blue_skies,gui.blue_skies.item.ability.life.2,Decreased fire damage when at 6 hearts or lower.
blue_skies,gui.blue_skies.item.ability.life.3,Decreased fire damage when at 6 hearts or lower. Has a chance to remove negative potion effects.
blue_skies,gui.blue_skies.item.ability.smelt,Auto-Smelt
blue_skies,gui.blue_skies.item.ability.powerful,Strong attack power
blue_skies,gui.blue_skies.item.ability.fastspeed,Fast attack speed
blue_skies,gui.blue_skies.item.ability.zealfire,Spawn dimension based Zeal Fires.
blue_skies,gui.blue_skies.item.ability.fire,Sets target on fire.
blue_skies,gui.blue_skies.item.ability.summoning_tome.fluctuant_sphere,Fires a Fluctuant Sphere to hit mobs.
blue_skies,gui.blue_skies.item.ability.summoning_tome.artificial_golem,Summons an Artificial Golem to protect you.
blue_skies,gui.blue_skies.item.ability.alchemy_scroll,Drops Decaying Spikes in a line from above the player.
blue_skies,gui.blue_skies.item.ability.crushing_hammer,Slams the ground to hurt surrounding mobs and send them flying.
blue_skies,gui.blue_skies.item.ability.venom_sac,Fires a ball of venom.
blue_skies,gui.blue_skies.item.ability.soulbound,Has built-in loyalty.
blue_skies,gui.blue_skies.item.ability.secondary.lightportal,Lights Blue Skies Portals
blue_skies,gui.blue_skies.item.ability.teleportation,Allows teleporting to Star Emitters at a cooldown cost.
blue_skies,gui.blue_skies.item.con.regen,Regens the target
blue_skies,gui.blue_skies.item.con.slowspeed,Slow attack speed
blue_skies,gui.blue_skies.item.dev,TESTING ITEM
blue_skies,gui.blue_skies.item.boss_egg,Bosses spawned from this item will not work fully.
blue_skies,gui.blue_skies.item.unused,"This item is unused, and incomplete. It will be obtainable in a future release."
blue_skies,gui.blue_skies.item.rarity.1,Uncommon
blue_skies,gui.blue_skies.item.rarity.3,Empowered
blue_skies,gui.blue_skies.block.summoning_table.fluctuant_sphere,Sphere Mode
blue_skies,gui.blue_skies.block.summoning_table.artificial_golem,Golem Mode
blue_skies,gui.blue_skies.tooltip.invalid_tool,It seems this tool doesn't work as well here.
blue_skies,gui.blue_skies.tooltip.invalid_weapon,It seems this weapon doesn't work as well here.
blue_skies,gui.blue_skies.tooltip.not_progressed,It looks like I'm not able to progress here yet.
blue_skies,gui.blue_skies.tooltip.invalid_ent_weapon,"It seems this weapon isn't very efficient, maybe an axe would work?"
blue_skies,gui.blue_skies.tooltip.progression_denied_interaction,You can't do that here right now.
blue_skies,gui.blue_skies.tooltip.boss_room_denied_interaction,You can't do that in this room.
blue_skies,gui.blue_skies.tooltip.arachnarch_incorrect_shield,It seems this shield isn't strong enough!
blue_skies,gui.blue_skies.tooltip.too_many_golems,You already have an active golem!
blue_skies,gui.blue_skies.tooltip.astrolabe_cooldown,You must wait for the cooldown to end.
blue_skies,gui.blue_skies.tooltip.astrolabe_pos_not_set,You must set a position first.
blue_skies,gui.blue_skies.tooltip.astrolabe_too_far,You are too far away to use this!
blue_skies,gui.blue_skies.tooltip.astrolabe_pos_set,Astrolabe position set.
blue_skies,gui.blue_skies.tooltip.astrolabe_no_emitter,There's no Star Emitter at that position!
blue_skies,gui.blue_skies.tooltip.boss_grab,Hit it to escape!
blue_skies,gui.blue_skies.blue_journal.unlock_status,The Blue Journal unlocked a tab in your inventory!
blue_skies,gui.blue_skies.supporter_inventory,Thanks for Supporting!
blue_skies,gui.blue_skies.supporter_inventory.name_subtext,(Optional)
blue_skies,gui.blue_skies.supporter_inventory.enable,Enable Pet
blue_skies,gui.blue_skies.supporter_inventory.disable,Disable Pet
blue_skies,gui.blue_skies.supporter_inventory.type.0,Baby Nyctofly
blue_skies,gui.blue_skies.supporter_inventory.type.2,Baby Artificial Golem
blue_skies,gui.blue_skies.tool_box,Modify Tools
blue_skies,gui.blue_skies.food_prep_table,Prepare Food
blue_skies,gui.blue_skies.jei.snowcap_mushroom_freezing,Snowcap Mushroom Freezing
blue_skies,gui.blue_skies.jei.snowcap_oven_freezing,Snowcap Oven Fuel
blue_skies,gui.blue_skies.jei.horizonite_forge_fuel,Horizonite Forge Fuel
blue_skies,gui.blue_skies.jei.info.blue_journal,"Your guide to Blue Skies, sold by The Gatekeeper."
blue_skies,gui.blue_skies.jei.info.zeal_lighter,"Used to ignite the Everbright and Everdawn portals, sold by The Gatekeeper."
blue_skies,gui.blue_skies.jei.info.turquoise_stonebrick,Used to make the Everbright portal. Can be found in The Gatekeeper's house.
blue_skies,gui.blue_skies.jei.info.lunar_stonebrick,Used to make the Everdawn portal. Can be found in The Gatekeeper's house.
blue_skies,gui.blue_skies.jei.info.portal,Generates in The Gatekeeper's house. Light it with a Zeal Lighter.
blue_skies,gui.blue_skies.jei.info.alchemy_table,Uncommon drop from The Alchemist in the Everdawn's Blinding Dungeon.
blue_skies,gui.blue_skies.jei.info.summoning_table,Uncommon drop from The Summoner in the Everbright's Blinding Dungeon.
blue_skies,toasts.blue_skies.unlock_key_trade,Trades Unlocked!
blue_skies,toasts.blue_skies.unlock_blinding_key_trade,The Gatekeeper is now selling Blinding keys.
blue_skies,toasts.blue_skies.unlock_nature_key_trade,The Gatekeeper is now selling Nature keys.
blue_skies,toasts.blue_skies.unlock_poison_key_trade,The Gatekeeper is now selling Poison keys.
blue_skies,toasts.blue_skies.unlock_journal_entry,Journal Entries Found!
blue_skies,toasts.blue_skies.unlock_journal_entry.desc,Check out your inventory tab!
blue_skies,toasts.blue_skies.unlock_journal_entry_no_book.desc,Obtain a Blue Journal from the Gatekeeper!
blue_skies,toasts.blue_skies.boss_room_death,You Died in Battle!
blue_skies,toasts.blue_skies.boss_room_death.desc,Your items are safe at the Keystone.
blue_skies,tile.keystone.requires_keys,You need 4 dungeon keys to enter.
blue_skies,tile.keystone.remove_key_requirement,You no longer need keys to teleport.
blue_skies,tile.keystone.arc_drained,Your %s has been drained to summon the boss.
blue_skies,tile.keystone.arc_on_cooldown,Your arc must re-charge!
blue_skies,tile.keystone.leaving_in_fight,"You can't leave now, there is an active boss!"
blue_skies,tile.keystone.respawning_in_fight,"You can't do that, there is already an active boss!"
blue_skies,tile.keystone.peaceful_difficulty,The boss cannot be summoned on Peaceful difficulty.
blue_skies,stat.blue_skies.bosses_defeated,Blue Skies Bosses Defeated
blue_skies,stat.blue_skies.dungeons_conquered,Blue Skies Dungeons Conquered
blue_skies,stat.blue_skies.interact_with_snowcap_oven,Interactions with Snowcap Ovens
blue_skies,stat.blue_skies.interact_with_horizonite_forge,Interactions with Horizonite Forges
blue_skies,stat.blue_skies.interact_with_summoning_table,Interactions with Summoning Tables
blue_skies,stat.blue_skies.interact_with_alchemy_table,Interactions with Alchemy Tables
blue_skies,stat.blue_skies.interact_with_keystone,Interactions with Dungeon Keystones
blue_skies,stat.blue_skies.open_bag_of_spoils,Bags of Spoils' Opened
blue_skies,stat.blue_skies.tomes_changed,Summoning Tome Modes Changed
blue_skies,stat.blue_skies.villagers_pickpocketed,Villagers Pick-pocketed
blue_skies,generator.blue_skies.everbright,Everbright
blue_skies,generator.blue_skies.everdawn,Everdawn
blue_skies,biome.blue_skies.calming_skies,Calming Skies
blue_skies,biome.blue_skies.brightlands,Brightlands
blue_skies,biome.blue_skies.slushlands,Slushlands
blue_skies,biome.blue_skies.frostbitten_forest,Frostbitten Forest
blue_skies,biome.blue_skies.frostbitten_forest_clearing,Frostbitten Forest Clearing
blue_skies,biome.blue_skies.midday_shore,Midday Shore
blue_skies,biome.blue_skies.peeking_ocean,Peeking Ocean
blue_skies,biome.blue_skies.deep_peeking_ocean,Deep Peeking Ocean
blue_skies,biome.blue_skies.brumble_forest,Brumble Forest
blue_skies,biome.blue_skies.snow_covered_pines,Snow Covered Pines
blue_skies,biome.blue_skies.brisk_meadow,Brisk Meadow
blue_skies,biome.blue_skies.polar_highland,Polar Highland
blue_skies,biome.blue_skies.unorthodox_valley,Unorthodox Valley
blue_skies,biome.blue_skies.shaded_woodlands,Shaded Woodlands
blue_skies,biome.blue_skies.crystal_dunes,Crystal Dunes
blue_skies,biome.blue_skies.crystal_dunes_spikes,Crystal Dunes Spikes
blue_skies,biome.blue_skies.sunset_maple_forest,Sunset Maple Forest
blue_skies,biome.blue_skies.rising_creek,Rising Creek
blue_skies,biome.blue_skies.moonlit_reservoir,Moonlit Reservoir
blue_skies,biome.blue_skies.searing_grassland,Searing Grassland
blue_skies,biome.blue_skies.crescent_orchard,Crescent Orchard
blue_skies,biome.blue_skies.crescent_orchard_lake,Crescent Orchard Lake
blue_skies,biome.blue_skies.crystal_roughs,Crystal Roughs
cataclysm,item.cataclysm.music_disc_netherite_monstrosity.desc,Yuri_O - Spawn Of Hell
cataclysm,item.cataclysm.music_disc_ender_guardian.desc,Yuri_O - Defender of the Outer Realm
cataclysm,item.cataclysm.music_disc_ignis.desc,Yuri_O - Light My Fire
cataclysm,item.cataclysm.music_disc_the_harbinger.desc,Yuri_O - Self-Destruction Sequence
cataclysm,item.cataclysm.music_disc_the_leviathan.desc,Yuri_O - Predator of the Abyss
cataclysm,item.cataclysm.music_disc_ancient_remnant.desc,Yuri_O - The Dryest Beast
cataclysm,item.cataclysm.music_disc_maledictus.desc,Rotch Gwylt - Maledictus
cataclysm,item.cataclysm.music_disc_scylla.desc,Rotch Gwylt - Scylla
cataclysm,item.cataclysm.music_disc_the_cataclysmfarer.desc,Yuri_O - The Cataclysmfarer
cataclysm,effect.cataclysm.lightning_hex,Lightning Hex
cataclysm,effect.cataclysm.over_gravity,Over Gravity
cataclysm,effect.cataclysm.dragon_wound,Dragon Wound
cloth-config2,text.cloth-config.testing.2,Cloth Config Wiki
configured,key.categories.configured,Configured
dungeons_arise,advancement.dungeons_arise.find_mechanical_nest.title,Welcome To The Machine
dungeons_arise,advancement.dungeons_arise.find_mechanical_nest.desc,Find a Mechanical Nest
entityculling,text.entityculling.title,EntityCulling
entityculling,key.category.minecraft.text.entityculling.title,EntityCulling
explorerscompass,_comment,STRINGS - STRUCTURES
explorerscompass,item.explorerscompass.explorerscompass,Explorer's Compass
explorerscompass,string.explorerscompass.raw_generation,Raw Generation
explorerscompass,string.explorerscompass.local_modifications,Local Modifications
explorerscompass,string.explorerscompass.vegetal_decoration,Vegetation
explorerscompass,string.explorerscompass.top_layer_modification,Top Layer
iceandfire,item.iceandfire.air_pods,Apple AirPods
iceandfire,item.iceandfire.hippogryph_sword.desc_1,Every use of it is a sweeping attack
iceandfire,item.iceandfire.tide_trident_inventory,Tide Trident
iceandfire,item.iceandfire.dragon_debug_stick,Dragon Debug Stick
iceandfire,item.iceandfire.dragon_debug_stick.desc_0,For developer use only...
iceandfire,item.iceandfire.dread_shard,Dread Shard
